CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window
2017140240,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,11/02/2017,02:46 PM,11,2017,RESOL,Y,11/21/2017,11,2017,19,300 E 38TH ST,"300 E 38TH ST
64111
(39.059979, -94.581792)",64111,Central Hyde Park,Jackson,4,Central,132077,39.059979,-94.581792,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017140240,
2017140201,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,11/02/2017,01:46 PM,11,2017,RESOL,Y,11/21/2017,11,2017,19,1550 MANCHESTER AVE,"1550 MANCHESTER AVE
64126
(39.092816, -94.492903)",64126,Blue Valley Industrial,Jackson,3,East,46493,39.092816,-94.492903,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017140201,
2017139303,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/31/2017,03:41 PM,10,2017,RESOL,Y,11/21/2017,11,2017,21,7612 E 48TH TER,"7612 E 48TH TER
64129
(39.036811, -94.49592)",64129,Eastwood Hills East,Jackson,3,East,50537,39.036811,-94.49592,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017139303,
2017139054,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/31/2017,10:49 AM,10,2017,RESOL,Y,11/21/2017,11,2017,21,11104 BLUE RIDGE BLVD,"11104 BLUE RIDGE BLVD
64134
(38.920413, -94.510936)",64134,Hickman Mills,Jackson,6,South,60418,38.920413,-94.510936,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017139054,
2017136927,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/25/2017,02:18 PM,10,2017,RESOL,Y,11/21/2017,11,2017,27,1321 SPRUCE AVE,"1321 SPRUCE AVE
64127
(39.09606, -94.531587)",64127,East Community Team North,Jackson,3,East,8466,39.09606,-94.531587,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017136927,
2017135143,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Other,Public Safety,Police,Other,10/20/2017,05:20 PM,10,2017,RESOL,N,11/08/2017,11,2017,19,7542 MAIN ST,"7542 MAIN ST
64114
(38.990563, -94.590092)",64114,Tower Homes,Jackson,6,Metro,118187,38.990563,-94.590092,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017135143,
2017134997,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/20/2017,01:58 PM,10,2017,RESOL,Y,11/08/2017,11,2017,19,1015 E 19TH ST,"1015 E 19TH ST
64108
(39.089823, -94.570937)",64108,Hospital Hill,Jackson,3,Central,124617,39.089823,-94.570937,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017134997,
2017135961,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/23/2017,06:17 PM,10,2017,RESOL,Y,11/08/2017,11,2017,16,900 BEARDSLEY RD,"900 BEARDSLEY RD
64105
(39.102048, -94.594693)",64105,,Jackson,4,Central,122940,39.102048,-94.594693,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017135961,
2017135928,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/23/2017,05:13 PM,10,2017,RESOL,Y,11/08/2017,11,2017,16,3527 KENWOOD AVE,"3527 KENWOOD AVE
64109
(39.062324, -94.577244)",64109,Central Hyde Park,Jackson,4,Central,131809,39.062324,-94.577244,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017135928,
2017133707,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Other,Public Safety,Police,Other,10/18/2017,10:31 AM,10,2017,RESOL,N,11/08/2017,11,2017,21,512 E LINWOOD BLVD,"512 E LINWOOD BLVD
64109
(39.069187, -94.578143)",64109,North Hyde Park,Jackson,4,Central,128247,39.069187,-94.578143,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017133707,
2017133706,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/18/2017,10:30 AM,10,2017,RESOL,Y,11/08/2017,11,2017,21,3130 GILLHAM RD,"3130 GILLHAM RD
64109
(39.069802, -94.578106)",64109,North Hyde Park,Jackson,4,Central,128248,39.069802,-94.578106,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017133706,
2017133534,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/17/2017,09:35 PM,10,2017,RESOL,Y,11/03/2017,11,2017,17,8601 N WYANDOTTE ST,"8601 N WYANDOTTE ST
64155
(39.249591, -94.581278)",64155,Sherrydale,Clay,2,North,92926,39.249591,-94.581278,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017133534,
2017132145,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/15/2017,09:15 PM,10,2017,RESOL,Y,11/03/2017,11,2017,19,1515 E 9TH ST,"1515 E 9TH ST
64106
(39.102474, -94.562543)",64106,Parkview,Jackson,3,Central,12161,39.102474,-94.562543,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017132145,
2017129111,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/06/2017,04:21 PM,10,2017,RESOL,Y,11/03/2017,11,2017,28,1111 EWING AVE,"1111 EWING AVE
64126
(39.098514, -94.501917)",64126,Sheffield,Jackson,4,East,5324,39.098514,-94.501917,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017129111,
2017128973,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Other,Public Safety,Police,Other,10/06/2017,01:28 PM,10,2017,RESOL,N,10/06/2017,10,2017,0,2837 E 6TH ST,"2837 E 6TH ST
64124
(39.105009, -94.546526)",64124,Independence Plaza,Jackson,3,East,10556,39.105009,-94.546526,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017128973,
2017128586,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/05/2017,03:41 PM,10,2017,RESOL,Y,10/26/2017,10,2017,21,815 W 12TH ST,"815 W 12TH ST
64105
(39.10012, -94.595343)",64105,,Jackson,4,Central,123363,39.10012,-94.595343,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017128586,
